"school","sex","age","famsize","Pstatus","reason","nursery","internet","guardian","traveltime","studytime","schoolsup","famsup","paid","activities","romantic","famrel","freetime","goout","health","absences","G3","MplusFedu","parent_health_teacher"
"GP","M",16,"GT3","T","course","yes","yes","mother",3,1,"no","no","no","no","no",4,3,3,4,6,18,"3",0
"GP","M",16,"GT3","T","course","yes","yes","father",1,2,"no","no","no","no","no",4,3,5,4,4,10,"4",0
"GP","M",16,"GT3","T","reputation","no","yes","father",2,2,"no","no","yes","yes","no",4,4,2,3,12,10,"4",0
"GP","M",16,"GT3","T","home","yes","yes","father",2,1,"no","no","no","no","no",5,3,3,3,0,14,"5",0
"GP","M",16,"GT3","T","reputation","yes","no","mother",1,1,"no","no","no","yes","no",5,3,2,5,2,14,"4",0
"GP","M",16,"GT3","T","reputation","yes","yes","father",2,4,"no","yes","yes","no","no",4,3,2,5,0,15,"4",0
"GP","M",16,"GT3","T","reputation","yes","yes","mother",2,3,"no","no","no","yes","yes",5,3,3,2,10,10,"5",0
"GP","M",16,"GT3","T","home","no","yes","mother",1,1,"no","yes","yes","no","no",5,4,3,5,0,15,"5",0
"GP","M",16,"GT3","T","reputation","no","yes","other",3,2,"yes","yes","no","no","no",5,3,3,2,6,10,"6",0
"GP","M",16,"GT3","T","course","yes","yes","father",1,2,"no","yes","yes","no","yes",4,5,5,5,4,12,"6",0
"GP","M",16,"GT3","T","home","yes","yes","father",2,1,"no","no","no","yes","no",5,4,2,5,0,13,"6",0
"GP","M",16,"GT3","T","home","yes","yes","father",1,3,"no","yes","no","yes","no",5,3,3,5,2,18,"6",0
"GP","M",16,"GT3","T","home","yes","yes","father",1,3,"no","yes","no","yes","no",5,3,3,5,2,18,"6",0
"GP","M",16,"GT3","T","home","yes","yes","mother",1,2,"no","no","yes","yes","yes",4,2,3,3,2,12,"6",0
"GP","M",16,"GT3","T","home","yes","yes","mother",1,2,"no","no","yes","yes","yes",4,2,3,3,2,12,"6",0
"GP","M",16,"GT3","T","course","no","yes","father",3,1,"no","yes","no","yes","no",3,4,5,2,0,0,"7",0
"GP","M",16,"GT3","T","reputation","yes","yes","mother",1,4,"no","no","no","yes","no",4,2,2,2,4,20,"7",1
"GP","M",16,"GT3","T","home","yes","yes","mother",1,2,"no","yes","yes","yes","no",3,4,3,3,10,8,"7",1
"GP","M",16,"GT3","T","course","yes","yes","mother",1,1,"no","yes","no","yes","no",3,4,4,5,18,13,"8",1
"GP","M",16,"GT3","T","reputation","yes","yes","father",1,2,"no","yes","yes","yes","no",4,2,4,1,2,13,"8",1
"GP","M",16,"GT3","T","course","yes","yes","mother",1,1,"no","no","no","yes","no",5,3,2,5,0,12,"8",0
"GP","M",16,"GT3","T","course","yes","yes","mother",1,1,"no","no","no","yes","no",5,3,2,5,0,12,"8",0
"GP","M",16,"GT3","T","other","yes","yes","mother",1,1,"yes","yes","yes","yes","no",4,5,5,4,14,5,"8",0
"GP","M",16,"GT3","T","other","yes","yes","father",1,3,"no","yes","no","yes","yes",4,4,3,4,0,17,"8",1
"GP","M",16,"GT3","T","course","yes","yes","mother",1,1,"no","yes","no","no","yes",3,3,2,5,0,0,"8",1
"GP","M",16,"GT3","T","course","yes","yes","mother",1,1,"no","yes","no","no","yes",3,3,2,5,0,0,"8",1
"GP","M",16,"GT3","T","course","yes","yes","father",1,2,"no","yes","no","yes","no",5,4,4,5,2,16,"8",1
"GP","M",16,"GT3","T","course","yes","yes","father",1,2,"no","yes","no","yes","no",5,4,4,5,2,16,"8",1
"GP","M",16,"GT3","T","home","yes","yes","mother",1,2,"no","yes","yes","yes","yes",4,4,5,5,16,11,"8",1
"GP","M",16,"LE3","A","home","yes","yes","mother",1,2,"yes","yes","no","yes","no",5,3,3,5,4,11,"7",0
"GP","M",16,"LE3","A","reputation","yes","no","mother",1,2,"no","yes","no","no","no",4,1,3,5,18,7,"8",1
"GP","M",16,"LE3","T","home","yes","yes","mother",2,2,"no","yes","yes","no","no",3,4,2,5,18,6,"2",0
"GP","M",16,"LE3","T","course","yes","no","mother",1,2,"no","no","no","no","yes",4,4,4,5,0,12,"2",0
"GP","M",16,"LE3","T","course","yes","no","mother",1,1,"no","no","no","yes","yes",4,4,4,5,6,14,"3",0
"GP","M",16,"LE3","T","course","yes","yes","mother",1,2,"no","no","yes","yes","yes",4,2,3,5,0,15,"3",0
"GP","M",16,"LE3","T","home","yes","yes","mother",1,2,"no","no","no","no","no",4,4,4,3,0,11,"4",0
"GP","M",16,"LE3","T","reputation","yes","yes","mother",2,2,"no","yes","no","yes","no",5,4,4,5,0,12,"4",0
"GP","M",16,"LE3","T","reputation","yes","yes","father",2,1,"no","yes","no","yes","no",2,3,3,2,8,9,"4",0
"GP","M",16,"LE3","T","course","yes","yes","mother",1,2,"no","no","no","yes","no",4,5,1,5,2,16,"6",1
"GP","M",16,"LE3","T","home","yes","yes","father",1,1,"no","no","yes","yes","no",3,1,3,5,4,10,"7",1
"GP","M",16,"LE3","T","reputation","yes","yes","mother",1,2,"no","yes","yes","yes","no",5,4,2,5,10,15,"7",0
"GP","M",16,"LE3","T","course","no","yes","mother",1,1,"no","no","no","yes","no",5,4,5,3,0,0,"7",1
"GP","M",17,"GT3","T","home","no","no","mother",1,2,"no","yes","yes","yes","yes",3,5,2,1,2,14,"3",0
"GP","M",17,"GT3","T","home","yes","no","mother",1,2,"no","no","no","no","no",3,1,3,3,4,10,"3",0
"GP","M",17,"GT3","T","course","yes","yes","father",3,2,"no","yes","no","yes","no",5,2,4,5,20,8,"4",0
"GP","M",17,"GT3","T","course","no","yes","mother",1,1,"no","no","no","no","no",4,4,2,5,0,12,"3",0
"GP","M",17,"GT3","T","course","yes","yes","father",2,2,"no","yes","yes","yes","no",4,5,2,1,4,11,"4",0
"GP","M",17,"GT3","T","course","yes","yes","mother",4,1,"no","yes","no","no","no",4,4,5,4,8,10,"4",0
"GP","M",17,"GT3","T","course","yes","no","mother",3,2,"no","no","no","no","no",5,4,5,5,0,0,"7",0
"GP","M",17,"LE3","A","course","yes","yes","mother",2,2,"no","yes","yes","no","no",3,3,3,4,2,12,"8",1
"GP","M",17,"LE3","T","course","yes","no","mother",4,2,"no","no","no","yes","yes",5,3,5,5,0,7,"2",0
"GP","M",17,"LE3","T","reputation","yes","no","mother",1,1,"no","no","no","no","no",2,2,2,5,8,13,"3",0
"GP","M",17,"LE3","T","course","yes","yes","mother",2,1,"no","no","no","yes","yes",3,3,2,5,0,0,"3",0
"GP","M",17,"GT3","T","reputation","no","yes","father",1,2,"no","no","yes","no","no",4,3,3,4,2,11,"2",0
"GP","M",17,"GT3","T","other","no","yes","other",2,2,"no","no","yes","yes","no",4,4,4,5,12,8,"3",0
"GP","M",17,"GT3","T","home","yes","yes","mother",1,1,"no","yes","no","no","no",5,4,5,5,0,0,"3",0
"GP","M",17,"GT3","T","home","yes","yes","mother",1,1,"no","yes","no","no","no",5,4,5,5,0,0,"3",0
"GP","M",17,"GT3","T","home","yes","yes","mother",2,1,"yes","yes","no","yes","no",4,5,1,3,2,10,"3",0
"GP","M",17,"GT3","T","home","yes","yes","mother",2,1,"yes","yes","no","yes","no",4,5,1,3,2,10,"3",0
"GP","M",17,"GT3","T","course","yes","yes","father",2,1,"no","no","no","no","no",5,2,2,2,4,13,"5",0
"GP","M",17,"GT3","T","other","yes","yes","mother",1,2,"no","no","yes","yes","yes",5,4,4,5,2,10,"4",0
"GP","M",17,"GT3","T","course","yes","yes","mother",1,1,"no","yes","no","yes","no",5,5,5,5,16,5,"5",0
"GP","M",17,"GT3","T","home","yes","yes","mother",1,1,"no","yes","yes","no","no",4,4,3,5,4,11,"6",1
"GP","M",17,"GT3","T","reputation","no","yes","father",1,2,"no","no","no","yes","no",4,3,4,4,4,6,"6",0
"GP","M",17,"GT3","T","reputation","no","yes","mother",1,1,"no","no","no","yes","no",4,3,5,5,3,16,"6",0
"GP","M",17,"GT3","T","other","yes","yes","mother",1,2,"no","yes","no","yes","yes",4,3,4,4,12,11,"6",0
"GP","M",17,"GT3","T","course","yes","yes","mother",1,2,"no","yes","no","yes","yes",5,2,3,2,4,11,"7",0
"GP","M",17,"GT3","T","home","yes","yes","mother",1,1,"no","no","no","no","no",5,2,3,5,4,16,"8",1
"GP","M",17,"GT3","T","reputation","yes","yes","mother",1,2,"yes","yes","no","yes","yes",4,5,5,2,14,9,"8",1
"GP","M",17,"LE3","A","home","yes","yes","mother",1,1,"no","no","no","no","no",4,4,4,3,19,10,"5",1
"GP","M",17,"LE3","A","home","yes","yes","mother",2,1,"no","no","yes","yes","yes",4,5,4,5,30,8,"5",0
"GP","M",17,"LE3","T","course","yes","yes","mother",2,1,"no","yes","no","yes","no",4,4,4,5,2,8,"2",1
"GP","M",17,"LE3","T","home","no","yes","father",1,2,"no","no","yes","yes","yes",4,4,2,4,4,13,"4",0
"GP","M",17,"LE3","T","reputation","no","yes","father",1,2,"no","yes","yes","no","no",5,3,3,3,2,12,"5",0
"GP","M",17,"LE3","T","course","yes","yes","mother",2,2,"no","no","no","yes","yes",2,5,5,5,14,12,"7",1
"GP","M",17,"LE3","T","course","yes","yes","mother",2,2,"no","no","yes","yes","no",4,4,4,4,4,9,"7",1
"GP","M",17,"LE3","T","home","yes","yes","father",2,1,"no","no","yes","no","no",4,1,1,5,0,10,"8",1
"GP","M",17,"LE3","T","home","yes","yes","mother",1,2,"no","yes","yes","no","yes",5,3,5,3,13,13,"8",0
"GP","M",17,"LE3","T","reputation","yes","yes","mother",1,2,"no","yes","yes","yes","no",4,4,4,5,0,10,"8",1
"GP","M",18,"GT3","T","course","no","no","mother",1,3,"no","no","no","yes","no",5,3,2,3,1,12,"5",0
"GP","M",18,"GT3","T","course","yes","yes","mother",1,3,"no","no","no","no","yes",5,3,2,4,9,16,"7",1
"GP","M",18,"LE3","A","reputation","yes","yes","mother",2,2,"no","yes","yes","yes","no",4,2,5,1,13,17,"7",0
"GP","M",18,"LE3","T","reputation","yes","yes","mother",2,3,"no","yes","yes","yes","no",5,4,2,4,8,14,"5",0
"GP","M",18,"LE3","T","course","yes","yes","mother",1,2,"no","yes","no","no","yes",4,3,3,5,8,5,"6",0
"GP","M",18,"GT3","T","home","yes","yes","mother",1,2,"no","no","no","yes","no",5,2,4,4,8,14,"3",0
"GP","M",18,"GT3","T","other","no","yes","mother",1,1,"no","no","no","no","no",3,2,5,5,4,8,"3",0
"GP","M",18,"GT3","T","reputation","yes","yes","mother",1,3,"no","no","yes","yes","no",4,2,4,2,6,14,"3",0
"GP","M",18,"GT3","T","home","yes","yes","mother",2,2,"no","yes","yes","no","no",3,3,3,4,0,13,"4",0
"GP","M",18,"GT3","T","reputation","yes","yes","father",1,2,"no","no","no","no","no",5,5,4,2,0,0,"4",0
"GP","M",18,"GT3","T","home","yes","yes","mother",1,2,"no","yes","yes","yes","no",4,4,4,5,15,8,"4",0
"GP","M",18,"GT3","T","course","yes","yes","mother",2,1,"no","no","no","no","no",4,4,5,5,0,8,"5",0
"GP","M",18,"GT3","T","reputation","yes","yes","father",1,2,"no","yes","yes","yes","yes",5,4,5,5,10,10,"6",1
"GP","M",18,"GT3","T","home","yes","yes","mother",1,2,"no","yes","yes","yes","yes",4,3,2,5,11,11,"6",1
"GP","M",18,"GT3","T","course","no","yes","mother",1,2,"no","yes","yes","no","no",4,3,2,3,2,8,"7",1
"GP","M",18,"GT3","T","course","yes","yes","mother",1,3,"no","yes","yes","no","yes",5,4,5,5,0,9,"7",1
"GP","M",18,"GT3","T","course","yes","yes","mother",1,3,"no","no","no","yes","no",4,3,3,3,3,11,"8",0
"GP","M",18,"GT3","T","home","yes","yes","mother",2,1,"no","no","yes","yes","no",3,2,4,3,22,9,"8",1
"GP","M",18,"GT3","T","home","yes","yes","mother",2,1,"no","no","yes","yes","no",3,2,4,3,22,9,"8",1
"GP","M",18,"GT3","T","home","yes","yes","father",1,2,"no","yes","no","yes","no",4,3,3,2,0,0,"8",1
"GP","M",18,"GT3","T","home","yes","yes","father",1,2,"no","yes","no","yes","no",4,3,3,2,0,0,"8",1
"GP","M",18,"LE3","A","reputation","yes","yes","mother",1,2,"no","yes","yes","yes","no",5,4,3,2,9,15,"8",1
"GP","M",18,"LE3","T","course","yes","yes","mother",1,1,"no","no","no","no","yes",2,3,5,4,0,0,"2",0
"GP","M",18,"LE3","T","course","yes","yes","mother",4,2,"yes","yes","yes","yes","yes",4,3,2,3,14,9,"3",0
"GP","M",18,"LE3","T","course","yes","yes","mother",1,4,"no","yes","no","yes","no",4,5,5,5,2,8,"4",0
"GP","M",18,"LE3","T","home","yes","yes","father",1,2,"no","yes","yes","no","no",3,2,4,4,13,8,"6",1
"GP","M",18,"LE3","T","home","yes","yes","mother",1,2,"no","no","no","yes","yes",4,3,3,5,11,15,"7",0
"GP","M",18,"LE3","T","course","yes","yes","mother",2,1,"no","no","yes","yes","no",4,2,3,1,8,10,"7",1
"GP","M",18,"LE3","T","home","yes","yes","mother",1,1,"no","yes","yes","no","yes",1,4,2,1,5,16,"8",1
"GP","M",19,"GT3","T","reputation","yes","no","father",1,2,"no","no","no","yes","yes",4,5,3,5,0,12,"6",0
"GP","M",19,"GT3","T","home","yes","yes","mother",1,1,"no","yes","no","no","yes",4,5,4,4,0,0,"5",0
"GP","M",19,"LE3","A","reputation","yes","yes","mother",1,2,"no","yes","no","no","no",4,3,1,1,12,11,"7",0
"GP","M",20,"GT3","A","course","yes","no","other",1,1,"no","no","no","yes","no",5,5,3,5,0,18,"5",0
"GP","M",22,"GT3","T","other","no","yes","mother",1,1,"no","no","no","no","yes",5,4,5,1,16,8,"4",0
"MS","F",17,"GT3","T","reputation","yes","yes","mother",3,1,"no","yes","yes","no","yes",5,2,1,1,0,0,"2",0
"MS","F",17,"GT3","T","course","yes","yes","mother",1,1,"no","no","no","yes","no",3,5,5,1,14,5,"3",0
"MS","F",17,"GT3","T","course","no","no","father",2,2,"no","no","no","no","no",3,2,2,3,0,12,"3",0
"MS","F",17,"GT3","T","reputation","no","yes","mother",1,2,"no","yes","yes","yes","no",4,5,4,1,17,10,"4",0
"MS","F",17,"GT3","T","other","yes","yes","father",2,2,"no","yes","yes","yes","no",4,3,3,5,4,13,"8",1
"MS","F",17,"GT3","T","home","yes","no","mother",1,3,"no","no","no","yes","yes",3,4,3,3,8,11,"4",0
"MS","F",17,"LE3","A","reputation","yes","no","mother",2,2,"no","no","no","no","yes",1,2,3,5,2,11,"5",0
"MS","F",17,"LE3","T","course","yes","yes","mother",1,2,"no","yes","yes","yes","yes",2,3,4,1,0,15,"8",0
"MS","F",18,"GT3","T","home","yes","yes","mother",4,3,"no","no","no","no","no",4,3,2,4,2,10,"2",0
"MS","F",18,"GT3","T","other","yes","no","mother",2,3,"no","no","yes","no","no",5,3,3,4,2,10,"4",0
"MS","F",18,"GT3","T","other","no","yes","father",3,2,"no","yes","yes","no","yes",3,2,2,5,10,11,"8",1
"MS","F",18,"GT3","T","reputation","yes","yes","mother",3,1,"no","yes","yes","yes","yes",4,4,3,5,7,6,"8",1
"MS","F",18,"LE3","T","reputation","yes","yes","mother",2,3,"no","no","no","no","no",5,4,4,1,0,19,"8",0
"MS","F",18,"LE3","T","course","yes","yes","mother",1,2,"no","no","yes","yes","no",5,4,3,2,4,10,"8",1
"MS","F",18,"GT3","T","course","yes","no","mother",2,2,"no","no","no","yes","no",1,1,1,5,0,0,"2",0
"MS","F",18,"GT3","T","course","yes","no","mother",2,2,"no","no","no","yes","no",1,1,1,5,0,0,"2",0
"MS","F",18,"GT3","T","course","yes","yes","father",2,1,"no","yes","yes","no","yes",5,2,3,4,0,10,"5",0
"MS","F",18,"GT3","T","home","yes","yes","mother",1,2,"no","no","yes","no","yes",4,1,3,1,0,15,"6",0
"MS","F",18,"GT3","T","course","yes","no","father",1,2,"no","yes","no","no","yes",5,3,4,5,0,9,"6",0
"MS","F",18,"GT3","T","other","yes","yes","mother",2,2,"no","yes","no","no","yes",4,3,2,3,0,10,"6",0
"MS","F",18,"LE3","T","course","yes","yes","father",2,3,"no","no","no","no","no",5,3,2,4,0,16,"2",0
"MS","F",18,"LE3","T","course","yes","yes","mother",1,2,"no","yes","yes","no","no",4,3,4,1,0,8,"4",1
"MS","F",19,"GT3","T","course","no","yes","mother",1,3,"no","no","no","yes","no",5,4,2,5,0,0,"5",0
"MS","M",17,"GT3","T","home","no","yes","mother",2,2,"no","yes","yes","yes","yes",4,5,5,2,4,11,"7",0
"MS","M",17,"GT3","T","home","yes","yes","father",2,2,"no","no","no","yes","no",4,4,3,3,2,10,"5",0
"MS","M",17,"GT3","T","course","yes","yes","mother",2,2,"no","yes","yes","no","no",4,5,4,3,2,13,"6",1
"MS","M",17,"LE3","T","course","no","yes","mother",2,1,"no","no","no","no","no",2,4,5,2,3,16,"4",0
"MS","M",18,"GT3","T","course","yes","no","mother",2,2,"no","yes","yes","no","no",3,3,4,3,4,10,"4",0
"MS","M",18,"GT3","T","other","no","yes","mother",2,1,"no","no","no","yes","yes",4,4,3,5,5,7,"3",0
"MS","M",18,"GT3","T","course","no","yes","mother",2,1,"no","yes","no","no","no",2,5,5,5,10,13,"5",0
"MS","M",18,"GT3","T","home","yes","no","father",2,1,"no","no","yes","no","no",5,4,3,3,14,5,"6",0
"MS","M",18,"LE3","T","other","yes","yes","father",3,1,"no","yes","yes","yes","yes",4,3,3,3,3,12,"3",0
"MS","M",18,"LE3","T","course","no","yes","mother",3,1,"no","no","no","no","no",4,4,1,5,0,10,"5",0
"MS","M",18,"GT3","T","home","no","yes","father",1,2,"no","no","yes","yes","no",3,2,4,2,4,14,"8",1
"MS","M",18,"LE3","T","home","no","yes","father",2,1,"no","no","no","no","yes",3,3,2,3,4,10,"2",0
"MS","M",18,"LE3","T","course","yes","yes","mother",1,1,"no","no","no","no","yes",4,3,3,3,7,8,"4",0
"MS","M",18,"LE3","T","other","yes","yes","mother",2,3,"no","no","yes","no","yes",4,2,2,5,0,13,"8",1
"MS","M",19,"GT3","T","home","yes","yes","other",3,1,"no","yes","no","no","no",4,4,4,5,4,8,"2",0
"MS","M",19,"GT3","T","home","yes","yes","other",3,2,"no","no","no","no","no",5,4,4,2,8,8,"2",0
"MS","M",19,"GT3","T","other","yes","no","mother",2,1,"no","no","no","no","no",4,3,2,5,0,0,"2",0
